subject_number,subject_run,total_millis,step_number,step_millis,step_trigger_count,top_screen,level_millis,level_name,adaptive_level_score,level_attempt,level_state,reaction_prompt_sound,reaction_prompt_image,reaction_prompt_state,reaction_prompt_millis
,,260062,2,240049,0,gameplay-adaptive,238049,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,263086,2,243073,0,gameplay-adaptive,241073,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,266063,2,246050,0,gameplay-adaptive,244050,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,269071,2,249058,0,gameplay-adaptive,247058,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,272081,2,252068,0,gameplay-adaptive,250068,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,275075,2,255062,0,gameplay-adaptive,253062,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,278085,2,258072,0,gameplay-adaptive,256072,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,281061,2,261048,0,gameplay-adaptive,259048,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,284069,2,264056,0,gameplay-adaptive,262056,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,287078,2,267065,0,gameplay-adaptive,265065,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,290086,2,270073,0,gameplay-adaptive,268073,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,293062,2,273049,0,gameplay-adaptive,271049,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,296086,2,276073,0,gameplay-adaptive,274073,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,299078,2,279065,0,gameplay-adaptive,277065,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,302070,2,282057,0,gameplay-adaptive,280057,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,305095,2,285082,0,gameplay-adaptive,283082,dynamic-0,0,1,playing,none,whitescreen.png,complete,80
,,308087,2,288074,0,gameplay-adaptive,286074,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,311063,2,291050,0,gameplay-adaptive,289050,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,314071,2,294058,0,gameplay-adaptive,292058,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,317079,2,297066,0,gameplay-adaptive,295066,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,320087,2,300074,0,gameplay-adaptive,298074,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,,,,,,,,,,,,,Mean RT,56.96
,,,,,,,,,,,,,,SD RT,11.2149971741486
