subject_number,subject_run,total_millis,step_number,step_millis,step_trigger_count,top_screen,level_millis,level_name,adaptive_level_score,level_attempt,level_state,reaction_prompt_sound,reaction_prompt_image,reaction_prompt_state,reaction_prompt_millis
,,80077,2,60068,0,gameplay-adaptive,58068,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,83069,2,63060,0,gameplay-adaptive,61060,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,86061,2,66052,0,gameplay-adaptive,64052,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,89069,2,69060,0,gameplay-adaptive,67060,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,92061,2,72052,0,gameplay-adaptive,70052,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,95069,2,75060,0,gameplay-adaptive,73060,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,98061,2,78052,0,gameplay-adaptive,76052,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,101085,2,81076,0,gameplay-adaptive,79076,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,104061,2,84052,0,gameplay-adaptive,82052,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,107085,2,87076,0,gameplay-adaptive,85076,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,110061,2,90052,0,gameplay-adaptive,88052,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,113069,2,93060,0,gameplay-adaptive,91060,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,116061,2,96052,0,gameplay-adaptive,94052,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,119069,2,99060,0,gameplay-adaptive,97060,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,122077,2,102068,0,gameplay-adaptive,100068,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,125069,2,105060,0,gameplay-adaptive,103060,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,128077,2,108068,0,gameplay-adaptive,106068,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,131069,2,111060,0,gameplay-adaptive,109060,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,134077,2,114068,0,gameplay-adaptive,112068,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,137069,2,117060,0,gameplay-adaptive,115060,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,140061,2,120052,0,gameplay-adaptive,118052,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,143069,2,123060,0,gameplay-adaptive,121060,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,146061,2,126052,0,gameplay-adaptive,124052,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,149085,2,129076,0,gameplay-adaptive,127076,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,152061,2,132052,0,gameplay-adaptive,130052,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,155070,2,135061,0,gameplay-adaptive,133061,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,158063,2,138054,0,gameplay-adaptive,136054,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,161071,2,141062,0,gameplay-adaptive,139062,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,164079,2,144070,0,gameplay-adaptive,142070,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,167071,2,147062,0,gameplay-adaptive,145062,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,170079,2,150070,0,gameplay-adaptive,148070,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,173057,2,153048,0,gameplay-adaptive,151048,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,176065,2,156056,0,gameplay-adaptive,154056,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,179057,2,159048,0,gameplay-adaptive,157048,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,182065,2,162056,0,gameplay-adaptive,160056,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,185073,2,165064,0,gameplay-adaptive,163064,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,188065,2,168056,0,gameplay-adaptive,166056,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,191073,2,171064,0,gameplay-adaptive,169064,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,194065,2,174056,0,gameplay-adaptive,172056,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,197073,2,177064,0,gameplay-adaptive,175064,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,200065,2,180056,0,gameplay-adaptive,178056,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,203057,2,183048,0,gameplay-adaptive,181048,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,206081,2,186072,0,gameplay-adaptive,184072,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,209057,2,189048,0,gameplay-adaptive,187048,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,212081,2,192072,0,gameplay-adaptive,190072,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,215057,2,195048,0,gameplay-adaptive,193048,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,218081,2,198072,0,gameplay-adaptive,196072,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,221057,2,201048,0,gameplay-adaptive,199048,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,224065,2,204056,0,gameplay-adaptive,202056,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,227057,2,207048,0,gameplay-adaptive,205048,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,230065,2,210056,0,gameplay-adaptive,208056,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,233073,2,213064,0,gameplay-adaptive,211064,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,236065,2,216056,0,gameplay-adaptive,214056,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,239073,2,219064,0,gameplay-adaptive,217064,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,242065,2,222056,0,gameplay-adaptive,220056,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,245057,2,225048,0,gameplay-adaptive,223048,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,248065,2,228056,0,gameplay-adaptive,226056,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,251057,2,231048,0,gameplay-adaptive,229048,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,254081,2,234072,0,gameplay-adaptive,232072,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,257057,2,237048,0,gameplay-adaptive,235048,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,260081,2,240072,0,gameplay-adaptive,238072,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,263057,2,243048,0,gameplay-adaptive,241048,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,266081,2,246072,0,gameplay-adaptive,244072,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,269057,2,249048,0,gameplay-adaptive,247048,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,272065,2,252056,0,gameplay-adaptive,250056,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,275057,2,255048,0,gameplay-adaptive,253048,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,278065,2,258056,0,gameplay-adaptive,256056,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,281073,2,261064,0,gameplay-adaptive,259064,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,284065,2,264056,0,gameplay-adaptive,262056,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,287073,2,267064,0,gameplay-adaptive,265064,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,290065,2,270056,0,gameplay-adaptive,268056,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,293074,2,273065,0,gameplay-adaptive,271065,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,296066,2,276057,0,gameplay-adaptive,274057,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,299058,2,279049,0,gameplay-adaptive,277049,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,302082,2,282073,0,gameplay-adaptive,280073,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,305058,2,285049,0,gameplay-adaptive,283049,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,308082,2,288073,0,gameplay-adaptive,286073,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,311058,2,291049,0,gameplay-adaptive,289049,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,314082,2,294073,0,gameplay-adaptive,292073,dynamic-0,0,1,playing,none,whitescreen.png,complete,64
,,317058,2,297049,0,gameplay-adaptive,295049,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,320066,2,300057,0,gameplay-adaptive,298057,dynamic-0,0,1,playing,none,whitescreen.png,complete,48
,,,,,,,,,,,,,,Mean RT,52.64
,,,,,,,,,,,,,,SD RT,7.2967683451531
